path,writer_id,sample_id,label,split
signatures/full_forg/forgeries_2_1.png,2,1,forgery,test
signatures/full_forg/forgeries_2_2.png,2,2,forgery,test
signatures/full_forg/forgeries_2_3.png,2,3,forgery,test
signatures/full_forg/forgeries_2_4.png,2,4,forgery,test
signatures/full_forg/forgeries_2_5.png,2,5,forgery,test
signatures/full_forg/forgeries_2_6.png,2,6,forgery,test
signatures/full_forg/forgeries_2_7.png,2,7,forgery,test
signatures/full_forg/forgeries_2_8.png,2,8,forgery,test
signatures/full_forg/forgeries_2_9.png,2,9,forgery,test
signatures/full_forg/forgeries_2_10.png,2,10,forgery,test
signatures/full_forg/forgeries_2_11.png,2,11,forgery,test
signatures/full_forg/forgeries_2_12.png,2,12,forgery,test
signatures/full_forg/forgeries_2_13.png,2,13,forgery,test
signatures/full_forg/forgeries_2_14.png,2,14,forgery,test
signatures/full_forg/forgeries_2_15.png,2,15,forgery,test
signatures/full_forg/forgeries_2_16.png,2,16,forgery,test
signatures/full_forg/forgeries_2_17.png,2,17,forgery,test
signatures/full_forg/forgeries_2_18.png,2,18,forgery,test
signatures/full_forg/forgeries_2_19.png,2,19,forgery,test
signatures/full_forg/forgeries_2_20.png,2,20,forgery,test
signatures/full_forg/forgeries_2_21.png,2,21,forgery,test
signatures/full_forg/forgeries_2_22.png,2,22,forgery,test
signatures/full_forg/forgeries_2_23.png,2,23,forgery,test
signatures/full_forg/forgeries_2_24.png,2,24,forgery,test
signatures/full_org/original_2_1.png,2,1,genuine,test
signatures/full_org/original_2_2.png,2,2,genuine,test
signatures/full_org/original_2_3.png,2,3,genuine,test
signatures/full_org/original_2_4.png,2,4,genuine,test
signatures/full_org/original_2_5.png,2,5,genuine,test
signatures/full_org/original_2_6.png,2,6,genuine,test
signatures/full_org/original_2_7.png,2,7,genuine,test
signatures/full_org/original_2_8.png,2,8,genuine,test
signatures/full_org/original_2_9.png,2,9,genuine,test
signatures/full_org/original_2_10.png,2,10,genuine,test
signatures/full_org/original_2_11.png,2,11,genuine,test
signatures/full_org/original_2_12.png,2,12,genuine,test
signatures/full_org/original_2_13.png,2,13,genuine,test
signatures/full_org/original_2_14.png,2,14,genuine,test
signatures/full_org/original_2_15.png,2,15,genuine,test
signatures/full_org/original_2_16.png,2,16,genuine,test
signatures/full_org/original_2_17.png,2,17,genuine,test
signatures/full_org/original_2_18.png,2,18,genuine,test
signatures/full_org/original_2_19.png,2,19,genuine,test
signatures/full_org/original_2_20.png,2,20,genuine,test
signatures/full_org/original_2_21.png,2,21,genuine,test
signatures/full_org/original_2_22.png,2,22,genuine,test
signatures/full_org/original_2_23.png,2,23,genuine,test
signatures/full_org/original_2_24.png,2,24,genuine,test
signatures/full_forg/forgeries_3_1.png,3,1,forgery,val
signatures/full_forg/forgeries_3_2.png,3,2,forgery,val
signatures/full_forg/forgeries_3_3.png,3,3,forgery,val
signatures/full_forg/forgeries_3_4.png,3,4,forgery,val
signatures/full_forg/forgeries_3_5.png,3,5,forgery,val
signatures/full_forg/forgeries_3_6.png,3,6,forgery,val
signatures/full_forg/forgeries_3_7.png,3,7,forgery,val
signatures/full_forg/forgeries_3_8.png,3,8,forgery,val
signatures/full_forg/forgeries_3_9.png,3,9,forgery,val
signatures/full_forg/forgeries_3_10.png,3,10,forgery,val
signatures/full_forg/forgeries_3_11.png,3,11,forgery,val
signatures/full_forg/forgeries_3_12.png,3,12,forgery,val
signatures/full_forg/forgeries_3_13.png,3,13,forgery,val
signatures/full_forg/forgeries_3_14.png,3,14,forgery,val
signatures/full_forg/forgeries_3_15.png,3,15,forgery,val
signatures/full_forg/forgeries_3_16.png,3,16,forgery,val
signatures/full_forg/forgeries_3_17.png,3,17,forgery,val
signatures/full_forg/forgeries_3_18.png,3,18,forgery,val
signatures/full_forg/forgeries_3_19.png,3,19,forgery,val
signatures/full_forg/forgeries_3_20.png,3,20,forgery,val
signatures/full_forg/forgeries_3_21.png,3,21,forgery,val
signatures/full_forg/forgeries_3_22.png,3,22,forgery,val
signatures/full_forg/forgeries_3_23.png,3,23,forgery,val
signatures/full_forg/forgeries_3_24.png,3,24,forgery,val
signatures/full_org/original_3_1.png,3,1,genuine,val
signatures/full_org/original_3_2.png,3,2,genuine,val
signatures/full_org/original_3_3.png,3,3,genuine,val
signatures/full_org/original_3_4.png,3,4,genuine,val
signatures/full_org/original_3_5.png,3,5,genuine,val
signatures/full_org/original_3_6.png,3,6,genuine,val
signatures/full_org/original_3_7.png,3,7,genuine,val
signatures/full_org/original_3_8.png,3,8,genuine,val
signatures/full_org/original_3_9.png,3,9,genuine,val
signatures/full_org/original_3_10.png,3,10,genuine,val
signatures/full_org/original_3_11.png,3,11,genuine,val
signatures/full_org/original_3_12.png,3,12,genuine,val
signatures/full_org/original_3_13.png,3,13,genuine,val
signatures/full_org/original_3_14.png,3,14,genuine,val
signatures/full_org/original_3_15.png,3,15,genuine,val
signatures/full_org/original_3_16.png,3,16,genuine,val
signatures/full_org/original_3_17.png,3,17,genuine,val
signatures/full_org/original_3_18.png,3,18,genuine,val
signatures/full_org/original_3_19.png,3,19,genuine,val
signatures/full_org/original_3_20.png,3,20,genuine,val
signatures/full_org/original_3_21.png,3,21,genuine,val
signatures/full_org/original_3_22.png,3,22,genuine,val
signatures/full_org/original_3_23.png,3,23,genuine,val
signatures/full_org/original_3_24.png,3,24,genuine,val
signatures/full_forg/forgeries_4_1.png,4,1,forgery,train
signatures/full_forg/forgeries_4_2.png,4,2,forgery,train
signatures/full_forg/forgeries_4_3.png,4,3,forgery,train
signatures/full_forg/forgeries_4_4.png,4,4,forgery,train
signatures/full_forg/forgeries_4_5.png,4,5,forgery,train
signatures/full_forg/forgeries_4_6.png,4,6,forgery,train
signatures/full_forg/forgeries_4_7.png,4,7,forgery,train
signatures/full_forg/forgeries_4_8.png,4,8,forgery,train
signatures/full_forg/forgeries_4_9.png,4,9,forgery,train
signatures/full_forg/forgeries_4_10.png,4,10,forgery,train
signatures/full_forg/forgeries_4_11.png,4,11,forgery,train
signatures/full_forg/forgeries_4_12.png,4,12,forgery,train
signatures/full_forg/forgeries_4_13.png,4,13,forgery,train
signatures/full_forg/forgeries_4_14.png,4,14,forgery,train
signatures/full_forg/forgeries_4_15.png,4,15,forgery,train
signatures/full_forg/forgeries_4_16.png,4,16,forgery,train
signatures/full_forg/forgeries_4_17.png,4,17,forgery,train
signatures/full_forg/forgeries_4_18.png,4,18,forgery,train
signatures/full_forg/forgeries_4_19.png,4,19,forgery,train
signatures/full_forg/forgeries_4_20.png,4,20,forgery,train
signatures/full_forg/forgeries_4_21.png,4,21,forgery,train
signatures/full_forg/forgeries_4_22.png,4,22,forgery,train
signatures/full_forg/forgeries_4_23.png,4,23,forgery,train
signatures/full_forg/forgeries_4_24.png,4,24,forgery,train
signatures/full_org/original_4_1.png,4,1,genuine,train
signatures/full_org/original_4_2.png,4,2,genuine,train
signatures/full_org/original_4_3.png,4,3,genuine,train
signatures/full_org/original_4_4.png,4,4,genuine,train
signatures/full_org/original_4_5.png,4,5,genuine,train
signatures/full_org/original_4_6.png,4,6,genuine,train
signatures/full_org/original_4_7.png,4,7,genuine,train
signatures/full_org/original_4_8.png,4,8,genuine,train
signatures/full_org/original_4_9.png,4,9,genuine,train
signatures/full_org/original_4_10.png,4,10,genuine,train
signatures/full_org/original_4_11.png,4,11,genuine,train
signatures/full_org/original_4_12.png,4,12,genuine,train
signatures/full_org/original_4_13.png,4,13,genuine,train
signatures/full_org/original_4_14.png,4,14,genuine,train
signatures/full_org/original_4_15.png,4,15,genuine,train
signatures/full_org/original_4_16.png,4,16,genuine,train
signatures/full_org/original_4_17.png,4,17,genuine,train
signatures/full_org/original_4_18.png,4,18,genuine,train
signatures/full_org/original_4_19.png,4,19,genuine,train
signatures/full_org/original_4_20.png,4,20,genuine,train
signatures/full_org/original_4_21.png,4,21,genuine,train
signatures/full_org/original_4_22.png,4,22,genuine,train
signatures/full_org/original_4_23.png,4,23,genuine,train
signatures/full_org/original_4_24.png,4,24,genuine,train
signatures/full_forg/forgeries_5_1.png,5,1,forgery,train
signatures/full_forg/forgeries_5_2.png,5,2,forgery,train
signatures/full_forg/forgeries_5_3.png,5,3,forgery,train
signatures/full_forg/forgeries_5_4.png,5,4,forgery,train
signatures/full_forg/forgeries_5_5.png,5,5,forgery,train
signatures/full_forg/forgeries_5_6.png,5,6,forgery,train
signatures/full_forg/forgeries_5_7.png,5,7,forgery,train
signatures/full_forg/forgeries_5_8.png,5,8,forgery,train
signatures/full_forg/forgeries_5_9.png,5,9,forgery,train
signatures/full_forg/forgeries_5_10.png,5,10,forgery,train
signatures/full_forg/forgeries_5_11.png,5,11,forgery,train
signatures/full_forg/forgeries_5_12.png,5,12,forgery,train
signatures/full_forg/forgeries_5_13.png,5,13,forgery,train
signatures/full_forg/forgeries_5_14.png,5,14,forgery,train
signatures/full_forg/forgeries_5_15.png,5,15,forgery,train
signatures/full_forg/forgeries_5_16.png,5,16,forgery,train
signatures/full_forg/forgeries_5_17.png,5,17,forgery,train
signatures/full_forg/forgeries_5_18.png,5,18,forgery,train
signatures/full_forg/forgeries_5_19.png,5,19,forgery,train
signatures/full_forg/forgeries_5_20.png,5,20,forgery,train
signatures/full_forg/forgeries_5_21.png,5,21,forgery,train
signatures/full_forg/forgeries_5_22.png,5,22,forgery,train
signatures/full_forg/forgeries_5_23.png,5,23,forgery,train
signatures/full_forg/forgeries_5_24.png,5,24,forgery,train
signatures/full_org/original_5_1.png,5,1,genuine,train
signatures/full_org/original_5_2.png,5,2,genuine,train
signatures/full_org/original_5_3.png,5,3,genuine,train
signatures/full_org/original_5_4.png,5,4,genuine,train
signatures/full_org/original_5_5.png,5,5,genuine,train
signatures/full_org/original_5_6.png,5,6,genuine,train
signatures/full_org/original_5_7.png,5,7,genuine,train
signatures/full_org/original_5_8.png,5,8,genuine,train
signatures/full_org/original_5_9.png,5,9,genuine,train
signatures/full_org/original_5_10.png,5,10,genuine,train
signatures/full_org/original_5_11.png,5,11,genuine,train
signatures/full_org/original_5_12.png,5,12,genuine,train
signatures/full_org/original_5_13.png,5,13,genuine,train
signatures/full_org/original_5_14.png,5,14,genuine,train
signatures/full_org/original_5_15.png,5,15,genuine,train
signatures/full_org/original_5_16.png,5,16,genuine,train
signatures/full_org/original_5_17.png,5,17,genuine,train
signatures/full_org/original_5_18.png,5,18,genuine,train
signatures/full_org/original_5_19.png,5,19,genuine,train
signatures/full_org/original_5_20.png,5,20,genuine,train
signatures/full_org/original_5_21.png,5,21,genuine,train
signatures/full_org/original_5_22.png,5,22,genuine,train
signatures/full_org/original_5_23.png,5,23,genuine,train
signatures/full_org/original_5_24.png,5,24,genuine,train
signatures/full_forg/forgeries_6_1.png,6,1,forgery,val
signatures/full_forg/forgeries_6_2.png,6,2,forgery,val
signatures/full_forg/forgeries_6_3.png,6,3,forgery,val
signatures/full_forg/forgeries_6_4.png,6,4,forgery,val
signatures/full_forg/forgeries_6_5.png,6,5,forgery,val
signatures/full_forg/forgeries_6_6.png,6,6,forgery,val
signatures/full_forg/forgeries_6_7.png,6,7,forgery,val
signatures/full_forg/forgeries_6_8.png,6,8,forgery,val
signatures/full_forg/forgeries_6_9.png,6,9,forgery,val
signatures/full_forg/forgeries_6_10.png,6,10,forgery,val
signatures/full_forg/forgeries_6_11.png,6,11,forgery,val
signatures/full_forg/forgeries_6_12.png,6,12,forgery,val
signatures/full_forg/forgeries_6_13.png,6,13,forgery,val
signatures/full_forg/forgeries_6_14.png,6,14,forgery,val
signatures/full_forg/forgeries_6_15.png,6,15,forgery,val
signatures/full_forg/forgeries_6_16.png,6,16,forgery,val
signatures/full_forg/forgeries_6_17.png,6,17,forgery,val
signatures/full_forg/forgeries_6_18.png,6,18,forgery,val
signatures/full_forg/forgeries_6_19.png,6,19,forgery,val
signatures/full_forg/forgeries_6_20.png,6,20,forgery,val
signatures/full_forg/forgeries_6_21.png,6,21,forgery,val
signatures/full_forg/forgeries_6_22.png,6,22,forgery,val
signatures/full_forg/forgeries_6_23.png,6,23,forgery,val
signatures/full_forg/forgeries_6_24.png,6,24,forgery,val
signatures/full_org/original_6_1.png,6,1,genuine,val
signatures/full_org/original_6_2.png,6,2,genuine,val
signatures/full_org/original_6_3.png,6,3,genuine,val
signatures/full_org/original_6_4.png,6,4,genuine,val
signatures/full_org/original_6_5.png,6,5,genuine,val
signatures/full_org/original_6_6.png,6,6,genuine,val
signatures/full_org/original_6_7.png,6,7,genuine,val
signatures/full_org/original_6_8.png,6,8,genuine,val
signatures/full_org/original_6_9.png,6,9,genuine,val
signatures/full_org/original_6_10.png,6,10,genuine,val
signatures/full_org/original_6_11.png,6,11,genuine,val
signatures/full_org/original_6_12.png,6,12,genuine,val
signatures/full_org/original_6_13.png,6,13,genuine,val
signatures/full_org/original_6_14.png,6,14,genuine,val
signatures/full_org/original_6_15.png,6,15,genuine,val
signatures/full_org/original_6_16.png,6,16,genuine,val
signatures/full_org/original_6_17.png,6,17,genuine,val
signatures/full_org/original_6_18.png,6,18,genuine,val
signatures/full_org/original_6_19.png,6,19,genuine,val
signatures/full_org/original_6_20.png,6,20,genuine,val
signatures/full_org/original_6_21.png,6,21,genuine,val
signatures/full_org/original_6_22.png,6,22,genuine,val
signatures/full_org/original_6_23.png,6,23,genuine,val
signatures/full_org/original_6_24.png,6,24,genuine,val
signatures/full_forg/forgeries_7_1.png,7,1,forgery,test
signatures/full_forg/forgeries_7_2.png,7,2,forgery,test
signatures/full_forg/forgeries_7_3.png,7,3,forgery,test
signatures/full_forg/forgeries_7_4.png,7,4,forgery,test
signatures/full_forg/forgeries_7_5.png,7,5,forgery,test
signatures/full_forg/forgeries_7_6.png,7,6,forgery,test
signatures/full_forg/forgeries_7_7.png,7,7,forgery,test
signatures/full_forg/forgeries_7_8.png,7,8,forgery,test
signatures/full_forg/forgeries_7_9.png,7,9,forgery,test
signatures/full_forg/forgeries_7_10.png,7,10,forgery,test
signatures/full_forg/forgeries_7_11.png,7,11,forgery,test
signatures/full_forg/forgeries_7_12.png,7,12,forgery,test
signatures/full_forg/forgeries_7_13.png,7,13,forgery,test
signatures/full_forg/forgeries_7_14.png,7,14,forgery,test
signatures/full_forg/forgeries_7_15.png,7,15,forgery,test
signatures/full_forg/forgeries_7_16.png,7,16,forgery,test
signatures/full_forg/forgeries_7_17.png,7,17,forgery,test
signatures/full_forg/forgeries_7_18.png,7,18,forgery,test
signatures/full_forg/forgeries_7_19.png,7,19,forgery,test
signatures/full_forg/forgeries_7_20.png,7,20,forgery,test
signatures/full_forg/forgeries_7_21.png,7,21,forgery,test
signatures/full_forg/forgeries_7_22.png,7,22,forgery,test
signatures/full_forg/forgeries_7_23.png,7,23,forgery,test
signatures/full_forg/forgeries_7_24.png,7,24,forgery,test
signatures/full_org/original_7_1.png,7,1,genuine,test
signatures/full_org/original_7_2.png,7,2,genuine,test
signatures/full_org/original_7_3.png,7,3,genuine,test
signatures/full_org/original_7_4.png,7,4,genuine,test
signatures/full_org/original_7_5.png,7,5,genuine,test
signatures/full_org/original_7_6.png,7,6,genuine,test
signatures/full_org/original_7_7.png,7,7,genuine,test
signatures/full_org/original_7_8.png,7,8,genuine,test
signatures/full_org/original_7_9.png,7,9,genuine,test
signatures/full_org/original_7_10.png,7,10,genuine,test
signatures/full_org/original_7_11.png,7,11,genuine,test
signatures/full_org/original_7_12.png,7,12,genuine,test
signatures/full_org/original_7_13.png,7,13,genuine,test
signatures/full_org/original_7_14.png,7,14,genuine,test
signatures/full_org/original_7_15.png,7,15,genuine,test
signatures/full_org/original_7_16.png,7,16,genuine,test
signatures/full_org/original_7_17.png,7,17,genuine,test
signatures/full_org/original_7_18.png,7,18,genuine,test
signatures/full_org/original_7_19.png,7,19,genuine,test
signatures/full_org/original_7_20.png,7,20,genuine,test
signatures/full_org/original_7_21.png,7,21,genuine,test
signatures/full_org/original_7_22.png,7,22,genuine,test
signatures/full_org/original_7_23.png,7,23,genuine,test
signatures/full_org/original_7_24.png,7,24,genuine,test
signatures/full_forg/forgeries_8_1.png,8,1,forgery,test
signatures/full_forg/forgeries_8_2.png,8,2,forgery,test
signatures/full_forg/forgeries_8_3.png,8,3,forgery,test
signatures/full_forg/forgeries_8_4.png,8,4,forgery,test
signatures/full_forg/forgeries_8_5.png,8,5,forgery,test
signatures/full_forg/forgeries_8_6.png,8,6,forgery,test
signatures/full_forg/forgeries_8_7.png,8,7,forgery,test
signatures/full_forg/forgeries_8_8.png,8,8,forgery,test
signatures/full_forg/forgeries_8_9.png,8,9,forgery,test
signatures/full_forg/forgeries_8_10.png,8,10,forgery,test
signatures/full_forg/forgeries_8_11.png,8,11,forgery,test
signatures/full_forg/forgeries_8_12.png,8,12,forgery,test
signatures/full_forg/forgeries_8_13.png,8,13,forgery,test
signatures/full_forg/forgeries_8_14.png,8,14,forgery,test
signatures/full_forg/forgeries_8_15.png,8,15,forgery,test
signatures/full_forg/forgeries_8_16.png,8,16,forgery,test
signatures/full_forg/forgeries_8_17.png,8,17,forgery,test
signatures/full_forg/forgeries_8_18.png,8,18,forgery,test
signatures/full_forg/forgeries_8_19.png,8,19,forgery,test
signatures/full_forg/forgeries_8_20.png,8,20,forgery,test
signatures/full_forg/forgeries_8_21.png,8,21,forgery,test
signatures/full_forg/forgeries_8_22.png,8,22,forgery,test
signatures/full_forg/forgeries_8_23.png,8,23,forgery,test
signatures/full_forg/forgeries_8_24.png,8,24,forgery,test
signatures/full_org/original_8_1.png,8,1,genuine,test
signatures/full_org/original_8_2.png,8,2,genuine,test
signatures/full_org/original_8_3.png,8,3,genuine,test
signatures/full_org/original_8_4.png,8,4,genuine,test
signatures/full_org/original_8_5.png,8,5,genuine,test
signatures/full_org/original_8_6.png,8,6,genuine,test
signatures/full_org/original_8_7.png,8,7,genuine,test
signatures/full_org/original_8_8.png,8,8,genuine,test
signatures/full_org/original_8_9.png,8,9,genuine,test
signatures/full_org/original_8_10.png,8,10,genuine,test
signatures/full_org/original_8_11.png,8,11,genuine,test
signatures/full_org/original_8_12.png,8,12,genuine,test
signatures/full_org/original_8_13.png,8,13,genuine,test
signatures/full_org/original_8_14.png,8,14,genuine,test
signatures/full_org/original_8_15.png,8,15,genuine,test
signatures/full_org/original_8_16.png,8,16,genuine,test
signatures/full_org/original_8_17.png,8,17,genuine,test
signatures/full_org/original_8_18.png,8,18,genuine,test
signatures/full_org/original_8_19.png,8,19,genuine,test
signatures/full_org/original_8_20.png,8,20,genuine,test
signatures/full_org/original_8_21.png,8,21,genuine,test
signatures/full_org/original_8_22.png,8,22,genuine,test
signatures/full_org/original_8_23.png,8,23,genuine,test
signatures/full_org/original_8_24.png,8,24,genuine,test
signatures/full_forg/forgeries_9_1.png,9,1,forgery,test
signatures/full_forg/forgeries_9_2.png,9,2,forgery,test
signatures/full_forg/forgeries_9_3.png,9,3,forgery,test
signatures/full_forg/forgeries_9_4.png,9,4,forgery,test
signatures/full_forg/forgeries_9_5.png,9,5,forgery,test
signatures/full_forg/forgeries_9_6.png,9,6,forgery,test
signatures/full_forg/forgeries_9_7.png,9,7,forgery,test
signatures/full_forg/forgeries_9_8.png,9,8,forgery,test
signatures/full_forg/forgeries_9_9.png,9,9,forgery,test
signatures/full_forg/forgeries_9_10.png,9,10,forgery,test
signatures/full_forg/forgeries_9_11.png,9,11,forgery,test
signatures/full_forg/forgeries_9_12.png,9,12,forgery,test
signatures/full_forg/forgeries_9_13.png,9,13,forgery,test
signatures/full_forg/forgeries_9_14.png,9,14,forgery,test
signatures/full_forg/forgeries_9_15.png,9,15,forgery,test
signatures/full_forg/forgeries_9_16.png,9,16,forgery,test
signatures/full_forg/forgeries_9_17.png,9,17,forgery,test
signatures/full_forg/forgeries_9_18.png,9,18,forgery,test
signatures/full_forg/forgeries_9_19.png,9,19,forgery,test
signatures/full_forg/forgeries_9_20.png,9,20,forgery,test
signatures/full_forg/forgeries_9_21.png,9,21,forgery,test
signatures/full_forg/forgeries_9_22.png,9,22,forgery,test
signatures/full_forg/forgeries_9_23.png,9,23,forgery,test
signatures/full_forg/forgeries_9_24.png,9,24,forgery,test
signatures/full_org/original_9_1.png,9,1,genuine,test
signatures/full_org/original_9_2.png,9,2,genuine,test
signatures/full_org/original_9_3.png,9,3,genuine,test
signatures/full_org/original_9_4.png,9,4,genuine,test
signatures/full_org/original_9_5.png,9,5,genuine,test
signatures/full_org/original_9_6.png,9,6,genuine,test
signatures/full_org/original_9_7.png,9,7,genuine,test
signatures/full_org/original_9_8.png,9,8,genuine,test
signatures/full_org/original_9_9.png,9,9,genuine,test
signatures/full_org/original_9_10.png,9,10,genuine,test
signatures/full_org/original_9_11.png,9,11,genuine,test
signatures/full_org/original_9_12.png,9,12,genuine,test
signatures/full_org/original_9_13.png,9,13,genuine,test
signatures/full_org/original_9_14.png,9,14,genuine,test
signatures/full_org/original_9_15.png,9,15,genuine,test
signatures/full_org/original_9_16.png,9,16,genuine,test
signatures/full_org/original_9_17.png,9,17,genuine,test
signatures/full_org/original_9_18.png,9,18,genuine,test
signatures/full_org/original_9_19.png,9,19,genuine,test
signatures/full_org/original_9_20.png,9,20,genuine,test
signatures/full_org/original_9_21.png,9,21,genuine,test
signatures/full_org/original_9_22.png,9,22,genuine,test
signatures/full_org/original_9_23.png,9,23,genuine,test
signatures/full_org/original_9_24.png,9,24,genuine,test
signatures/full_forg/forgeries_10_1.png,10,1,forgery,train
signatures/full_forg/forgeries_10_2.png,10,2,forgery,train
signatures/full_forg/forgeries_10_3.png,10,3,forgery,train
signatures/full_forg/forgeries_10_4.png,10,4,forgery,train
signatures/full_forg/forgeries_10_5.png,10,5,forgery,train
signatures/full_forg/forgeries_10_6.png,10,6,forgery,train
signatures/full_forg/forgeries_10_7.png,10,7,forgery,train
signatures/full_forg/forgeries_10_8.png,10,8,forgery,train
signatures/full_forg/forgeries_10_9.png,10,9,forgery,train
signatures/full_forg/forgeries_10_10.png,10,10,forgery,train
signatures/full_forg/forgeries_10_11.png,10,11,forgery,train
signatures/full_forg/forgeries_10_12.png,10,12,forgery,train
signatures/full_forg/forgeries_10_13.png,10,13,forgery,train
signatures/full_forg/forgeries_10_14.png,10,14,forgery,train
signatures/full_forg/forgeries_10_15.png,10,15,forgery,train
signatures/full_forg/forgeries_10_16.png,10,16,forgery,train
signatures/full_forg/forgeries_10_17.png,10,17,forgery,train
signatures/full_forg/forgeries_10_18.png,10,18,forgery,train
signatures/full_forg/forgeries_10_19.png,10,19,forgery,train
signatures/full_forg/forgeries_10_20.png,10,20,forgery,train
signatures/full_forg/forgeries_10_21.png,10,21,forgery,train
signatures/full_forg/forgeries_10_22.png,10,22,forgery,train
signatures/full_forg/forgeries_10_23.png,10,23,forgery,train
signatures/full_forg/forgeries_10_24.png,10,24,forgery,train
signatures/full_org/original_10_1.png,10,1,genuine,train
signatures/full_org/original_10_2.png,10,2,genuine,train
signatures/full_org/original_10_3.png,10,3,genuine,train
signatures/full_org/original_10_4.png,10,4,genuine,train
signatures/full_org/original_10_5.png,10,5,genuine,train
signatures/full_org/original_10_6.png,10,6,genuine,train
signatures/full_org/original_10_7.png,10,7,genuine,train
signatures/full_org/original_10_8.png,10,8,genuine,train
signatures/full_org/original_10_9.png,10,9,genuine,train
signatures/full_org/original_10_10.png,10,10,genuine,train
signatures/full_org/original_10_11.png,10,11,genuine,train
signatures/full_org/original_10_12.png,10,12,genuine,train
signatures/full_org/original_10_13.png,10,13,genuine,train
signatures/full_org/original_10_14.png,10,14,genuine,train
signatures/full_org/original_10_15.png,10,15,genuine,train
signatures/full_org/original_10_16.png,10,16,genuine,train
signatures/full_org/original_10_17.png,10,17,genuine,train
signatures/full_org/original_10_18.png,10,18,genuine,train
signatures/full_org/original_10_19.png,10,19,genuine,train
signatures/full_org/original_10_20.png,10,20,genuine,train
signatures/full_org/original_10_21.png,10,21,genuine,train
signatures/full_org/original_10_22.png,10,22,genuine,train
signatures/full_org/original_10_23.png,10,23,genuine,train
signatures/full_org/original_10_24.png,10,24,genuine,train
signatures/full_forg/forgeries_11_1.png,11,1,forgery,train
signatures/full_forg/forgeries_11_2.png,11,2,forgery,train
signatures/full_forg/forgeries_11_3.png,11,3,forgery,train
signatures/full_forg/forgeries_11_4.png,11,4,forgery,train
signatures/full_forg/forgeries_11_5.png,11,5,forgery,train
signatures/full_forg/forgeries_11_6.png,11,6,forgery,train
signatures/full_forg/forgeries_11_7.png,11,7,forgery,train
signatures/full_forg/forgeries_11_8.png,11,8,forgery,train
signatures/full_forg/forgeries_11_9.png,11,9,forgery,train
signatures/full_forg/forgeries_11_10.png,11,10,forgery,train
signatures/full_forg/forgeries_11_11.png,11,11,forgery,train
signatures/full_forg/forgeries_11_12.png,11,12,forgery,train
signatures/full_forg/forgeries_11_13.png,11,13,forgery,train
signatures/full_forg/forgeries_11_14.png,11,14,forgery,train
signatures/full_forg/forgeries_11_15.png,11,15,forgery,train
signatures/full_forg/forgeries_11_16.png,11,16,forgery,train
signatures/full_forg/forgeries_11_17.png,11,17,forgery,train
